 lon    lat     emax   emin  azi    delta  shear  2nd-strn
 90.67  45.00   4.86  -2.37 156.93   2.50   3.62   4.21
 95.00  41.50  28.16   0.10 -46.14  28.26  14.03  28.21
 90.50  46.00   3.85  -2.50 157.84   1.35   3.18   3.39
 91.10  43.75   8.60  -1.44 146.33   7.16   5.02   7.98
 94.13  41.50  26.38   0.53 -48.85  26.91  12.92  26.65
 90.67  44.50   7.13  -2.15 150.95   4.97   4.64   6.33
 91.54  43.00   9.31  -0.50 141.72   8.81   4.90   9.07
 92.40  42.00   9.25   1.19 -49.83  10.44   4.03   9.90
 92.83  41.75   9.74   1.56 -57.79  11.29   4.09  10.60
 94.57  41.25  51.60   0.56 -48.31  52.17  25.52  51.89
 90.67  44.00   7.70  -1.95 147.86   5.75   4.83   6.93
 91.10  43.25   8.44  -1.11 143.80   7.33   4.77   7.94
 91.97  42.25   8.74   0.62 136.05   9.36   4.06   9.07
 93.27  41.50  11.67   1.81 -62.78  13.48   4.93  12.67
 90.21  45.42   3.61  -2.45 154.52   1.16   3.03   3.19
 91.54  42.50   8.46  -0.07 139.19   8.39   4.27   8.43
 93.70  41.25  14.56   2.10 -63.01  16.66   6.23  15.72
 90.24  44.75   3.52  -2.43 152.28   1.09   2.97   3.12
 95.00  41.00  72.07  -2.92 142.66  69.15  37.49  70.65
 90.00  46.00   3.46  -2.60 154.15   0.86   3.03   3.12
 90.67  43.50   7.57  -1.69 145.53   5.87   4.63   6.88
 94.13  41.00  19.82   1.18 139.98  21.00   9.32  20.44
 90.24  44.25   6.49  -2.38 148.80   4.11   4.44   5.69
 91.10  42.75   7.81  -0.74 141.64   7.07   4.27   7.46
 92.40  41.50   5.31   1.22 -69.14   6.53   2.04   6.02
 91.97  41.75   6.37   1.11 -49.03   7.48   2.63   6.99
 92.83  41.25   5.85  -0.57 269.27   5.28   3.21   5.59
 94.57  40.75  32.52 -26.43 177.25   6.08  29.47  29.94
 90.24  43.75   6.68  -2.26 146.73   4.43   4.47   5.89
 90.67  43.00   7.04  -1.38 143.64   5.66   4.21   6.46
 89.73  45.61   3.01  -2.65 153.35   0.36   2.83   2.84
 91.54  42.00   6.90   0.49 137.91   7.39   3.21   7.16
 93.27  41.00   7.46  -4.43 258.28   3.03   5.94   6.50
 91.10  42.25   6.76  -0.30 140.20   6.46   3.53   6.62
 93.70  40.75   9.92 -16.63 250.65  -6.71  13.28  14.49
 89.80  44.50   5.15  -2.68 149.21   2.47   3.91   4.46
 89.67  45.06   2.74  -2.63 150.92   0.10   2.69   2.69
 95.00  40.50  35.24 -26.51 175.20   8.73  30.88  31.79
 89.50  46.00   2.92  -2.63 153.87   0.28   2.77   2.78
 90.24  43.25   6.28  -2.01 145.42   4.27   4.14   5.55
 94.13  40.50  15.21 -13.52 182.76   1.69  14.36  14.44
 89.80  44.00   5.82  -2.77 147.35   3.04   4.29   5.04
 90.67  42.50   6.11  -1.02 142.13   5.09   3.57   5.67
 92.40  41.00   3.22  -1.43 243.65   1.79   2.32   2.79
 91.54  41.50   5.46   1.02 138.74   6.48   2.22   6.04
 92.83  40.75   4.90  -8.74 243.74  -3.84   6.82   7.59
 91.93  41.21   2.07   1.39 240.62   3.46   0.34   3.02
 91.10  41.75   5.71   0.28 142.23   5.99   2.72   5.86
 89.25  45.57   2.35  -2.67 -29.95  -0.32   2.51   2.52
 94.57  40.25  12.70 -16.51  -4.82  -3.81  14.60  14.97
 93.27  40.50   7.94 -15.65 244.05  -7.71  11.79  13.55
 89.37  44.75   3.99  -2.97 147.25   1.02   3.48   3.59
 90.24  42.75   5.42  -1.64 144.26   3.78   3.53   4.82
 89.80  43.50   5.55  -2.62 146.78   2.92   4.08   4.81
 93.70  40.25   9.70 -18.24  34.93  -8.54  13.97  15.81
 90.67  42.00   4.88  -0.60 141.20   4.28   2.74   4.61
 89.37  44.25   4.84  -3.20 146.75   1.64   4.02   4.27
 89.00  46.00   2.32  -2.50 -28.89  -0.18   2.41   2.41
 95.00  40.00  17.76 -27.94 -14.79 -10.17  22.85  24.49
 89.80  43.00   4.58  -2.35 146.61   2.24   3.46   3.97
 89.05  45.13   2.40  -2.81 -32.32  -0.41   2.60   2.63
 91.52  41.04   3.92   0.93 177.69   4.84   1.50   4.45
 94.13  40.00   5.62 -10.08  33.75  -4.46   7.85   8.75
 90.24  42.25   4.06  -1.31 143.54   2.75   2.68   3.59
 89.37  43.75   4.55  -3.11 146.95   1.43   3.83   4.03
 91.10  41.25   5.23   0.56 160.10   5.79   2.33   5.53
 92.83  40.25   5.50 -27.13 240.00 -21.63  16.32  24.84
 92.39  40.44   3.57  -7.78 229.86  -4.22   5.68   6.75
 91.85  40.63   4.04  -2.40 208.85   1.64   3.22   3.52
 90.67  41.50   4.08   0.06 144.13   4.14   2.01   4.11
 93.27  40.00  24.09 -27.74 228.98  -3.65  25.92  26.11
 94.57  39.75  12.11 -16.00  -4.02  -3.88  14.05  14.45
 88.75  45.57   1.93  -2.63 -32.40  -0.71   2.28   2.36
 89.80  42.50   2.98  -2.01 147.95   0.96   2.50   2.63
 89.37  43.25   3.96  -3.14 147.70   0.82   3.55   3.62
 88.85  44.60   3.16  -3.26 -34.95  -0.10   3.21   3.21
 93.70  39.75  14.13 -24.67  35.72 -10.55  19.40  21.44
 90.24  41.75   2.72  -0.87 139.76   1.85   1.79   2.40
 88.94  44.00   3.58  -3.42 146.41   0.16   3.50   3.50
 92.50  40.06   5.03 -17.12 227.21 -12.09  11.07  15.24
 95.00  39.50  17.60 -28.29 -14.96 -10.70  22.95  24.75
 88.50  46.00   1.84  -2.38 -31.89  -0.54   2.11   2.16
 89.37  42.75   2.36  -2.92 -28.57  -0.56   2.64   2.69
 94.13  39.50   8.28 -13.07  36.32  -4.80  10.68  11.46
 88.50  45.13   1.56  -2.94 -37.94  -1.38   2.25   2.55
 89.80  42.00   1.96  -1.74 146.57   0.22   1.85   1.86
 88.94  43.50   2.82  -3.71 -32.60  -0.89   3.27   3.36
 91.18  40.62   5.03  -0.87 188.03   4.16   2.95   4.65
 90.67  41.00   4.94   0.48 158.79   5.42   2.23   5.20
 92.83  39.75   9.19 -28.06 231.94 -18.87  18.63  24.78
 92.00  40.06   7.52  -7.45 210.17   0.07   7.49   7.49
 90.24  41.25   1.28  -0.33 -53.61   0.95   0.81   1.15
 88.50  44.25   2.46  -3.78 -36.32  -1.32   3.12   3.32
 93.24  39.50  23.82 -27.82 228.47  -4.00  25.82  26.05
 88.25  45.57   1.39  -2.60 -36.76  -1.21   1.99   2.25
 94.57  39.25   5.92 -14.55   3.63  -8.64  10.24  12.68
 89.37  42.25   1.10  -2.84 -21.77  -1.74   1.97   2.48
 88.94  43.00   2.10  -3.94 -29.03  -1.85   3.02   3.42
 93.70  39.25  17.21 -23.74  38.39  -6.54  20.48  21.24
 88.25  44.70   1.94  -3.44 -37.23  -1.50   2.69   2.99
 88.50  43.75   2.21  -4.18 -33.37  -1.98   3.19   3.62
 91.50  40.06   7.33  -3.09 195.66   4.24   5.21   6.37
 89.76  41.51  -0.25  -1.31 -60.34  -1.56   0.53   1.45
 92.25  39.63   8.77 -16.78  39.71  -8.01  12.77  14.54
 89.44  41.78  -0.54  -2.42  -9.87  -2.96   0.94   2.73
 90.67  40.50   5.84  -0.07 170.01   5.77   2.95   5.80
 95.00  39.00  13.09  -5.74 -56.88   7.35   9.41  11.37
 88.00  46.00   1.43  -2.05 -33.57  -0.62   1.74   1.82
 94.13  39.00  24.76  -2.02 250.78  22.74  13.39  23.81
 88.00  45.13   1.07  -2.95 -41.63  -1.87   2.01   2.58
 88.85  42.37   0.69  -3.68 -16.75  -2.99   2.19   3.39
 91.75  39.63  10.44  -7.16 202.25   3.27   8.80   9.24
 91.00  40.06   9.17  -1.98 181.86   7.19   5.58   8.36
 92.66  39.23   9.90 -27.56 227.43 -17.66  18.73  24.18
 88.39  43.18   1.19  -4.39 -32.92  -3.20   2.79   3.93
 90.21  40.62   3.44  -0.02 142.43   3.42   1.73   3.43
 88.01  44.10   0.71  -4.15 -38.81  -3.45   2.43   3.85
 94.57  38.75  17.25  -1.52 -69.86  15.73   9.38  16.55
 87.75  45.57   1.03  -2.31 -38.48  -1.28   1.67   2.01
 88.48  42.69   0.84  -4.20 -26.35  -3.36   2.52   3.85
 89.00  41.79  -0.73  -4.44   1.50  -5.17   1.86   4.84
 93.22  38.88  23.58 -27.74 228.34  -4.16  25.66  25.91
 89.65  40.97  -0.29  -2.42 248.91  -2.71   1.07   2.58
 87.75  44.70   0.94  -3.71 -43.58  -2.77   2.32   3.34
 93.70  38.75  23.71 -27.84 228.19  -4.13  25.78  26.02
 88.07  43.50   0.52  -4.70 -36.82  -4.17   2.61   4.46
 89.25  41.36  -1.67  -4.31  38.77  -5.98   1.32   5.34
 91.25  39.63  11.43  -4.24 188.57   7.20   7.84  10.01
 92.00  39.20  10.84 -12.27  32.96  -1.43  11.55  11.62
 90.50  40.06   7.49  -1.15 170.44   6.34   4.32   6.98
 95.00  38.50   0.76  -5.11 249.55  -4.35   2.94   4.77
 87.50  46.00   1.15  -1.62 -32.69  -0.47   1.39   1.44
 94.13  38.50  -0.67 -24.37  29.62 -25.04  11.85  24.71
 87.50  45.13   0.62  -2.76 -44.94  -2.14   1.69   2.51
 92.75  38.76  11.05 -20.26 225.73  -9.21  15.65  17.57
 89.75  40.50   2.25  -2.29 -83.13  -0.04   2.27   2.27
 91.50  39.20  13.72  -6.12 192.83   7.60   9.92  11.90
 90.75  39.63  11.14  -4.04 181.60   7.10   7.59   9.77
 87.50  44.27   0.28  -4.41 -41.33  -4.13   2.35   4.28
 88.52  41.82  -0.39  -5.95   4.49  -6.33   2.78   6.15
 88.25  42.23  -0.33  -4.68 -11.54  -5.01   2.18   4.86
 92.25  38.76  11.42 -13.62  34.41  -2.21  12.52  12.67
 89.99  40.08   3.69  -0.28 141.30   3.41   1.98   3.56
 88.00  42.66  -0.58  -4.94 -26.93  -5.53   2.18   5.26
 87.25  45.57   0.72  -1.89 -38.96  -1.17   1.31   1.65
 94.57  38.25  -0.52 -11.71  43.28 -12.23   5.60  11.98
 87.78  43.10  -0.86  -5.29 -32.30  -6.15   2.22   5.77
 88.75  41.36  -1.38  -6.91  17.71  -8.29   2.76   7.69
 93.50  38.33   7.52 -21.68 225.18 -14.16  14.60  19.07
 89.00  40.93  -1.44  -6.06 233.01  -7.50   2.31   6.89
 87.25  44.70   0.43  -3.45 -44.75  -3.01   1.94   3.25
 91.00  39.20  13.68  -6.46 188.23   7.22  10.07  11.85
 87.50  43.53  -0.69  -5.37 -39.81  -6.07   2.34   5.75
 93.00  38.33   9.47 -20.42 226.69 -10.94  14.95  17.70
 91.75  38.76  13.92  -7.34 196.23   6.59  10.63  12.06
 90.25  39.63   8.16  -3.88 174.92   4.28   6.02   7.07
 89.25  40.50  -0.21  -8.74 239.13  -8.95   4.26   8.84
 87.00  46.00   1.10  -0.95 155.80   0.15   1.02   1.03
 95.00  38.00  -0.27 -10.68 230.85 -10.95   5.20  10.82
 87.00  45.13   0.34  -2.38 -46.96  -2.04   1.36   2.23
 94.13  38.00  -0.35 -18.23  35.91 -18.59   8.94  18.41
 92.50  38.33  10.16  -7.71 206.91   2.45   8.93   9.18
 89.50  40.06   4.01  -4.52 -88.66  -0.51   4.27   4.29
 87.15  43.91  -0.84  -5.17 -41.28  -6.01   2.16   5.63
 91.25  38.76  14.80  -7.88 192.58   6.92  11.34  12.83
 90.50  39.20  12.24  -7.41 184.67   4.83   9.83  10.68
 88.00  41.79  -1.89 -12.10  27.26 -13.99   5.10  13.15
 87.75  42.23  -2.55  -6.12   7.42  -8.68   1.78   7.72
 87.00  44.27  -0.21  -3.94 -43.21  -4.15   1.86   4.05
 88.25  41.36  -2.27  -9.11  32.16 -11.38   3.42  10.43
 87.50  42.66  -3.35  -6.11  -9.00  -9.46   1.38   8.31
 92.00  38.33  12.84  -7.05 198.88   5.79   9.94  11.13
 88.50  40.93  -2.41  -5.67 230.49  -8.08   1.63   7.18
 93.19  37.95   4.62 -13.42  40.44  -8.81   9.02  11.81
 86.76  45.54   0.58  -1.17 -31.55  -0.59   0.88   1.02
 89.75  39.63   2.53  -9.53 -11.38  -7.00   6.03   8.55
 94.57  37.75  -0.67 -13.93  40.87 -14.60   6.63  14.27
 87.25  43.09  -2.90  -6.30 -29.90  -9.19   1.70   8.14
 88.75  40.50   1.47  -1.61 -64.79  -0.14   1.54   1.54
 86.75  44.70  -0.09  -2.98 -46.52  -3.07   1.45   3.03
 93.70  37.75   2.34 -14.16  37.41 -11.82   8.25  13.15
 87.00  43.53  -2.12  -6.50 -35.64  -8.62   2.19   7.78
 90.75  38.76  14.20  -9.42 191.25   4.78  11.81  12.51
 92.75  37.90   7.71  -9.03  29.86  -1.32   8.37   8.44
 91.50  38.33  14.65  -8.39 195.67   6.27  11.52  12.73
 89.00  40.06   0.95 -37.83 233.12 -36.89  19.39  37.37
 90.00  39.20   7.62 -15.63  -4.60  -8.01  11.62  13.54
 86.58  45.09   0.19  -1.65 -42.52  -1.45   0.92   1.56
 86.75  43.96  -1.36  -5.39 -41.43  -6.74   2.02   6.18
 86.50  46.00   1.66  -0.42 176.62   1.24   1.04   1.49
 95.00  37.50  -0.58 -13.24  44.74 -13.82   6.33  13.54
 94.13  37.50  -0.60 -14.29  34.69 -14.88   6.84  14.59
 92.25  37.90  11.07  -7.57 202.70   3.50   9.32   9.80
 89.25  39.63  -4.41 -21.24 239.13 -25.64   8.42  23.75
 87.50  41.79  -2.52 -20.74  36.22 -23.26   9.11  22.11
 87.75  41.36  -2.74 -17.65  42.80 -20.39   7.46  19.17
 86.54  44.39  -0.77  -3.64 -47.54  -4.41   1.44   4.08
 87.25  42.23  -3.59 -10.15  27.68 -13.74   3.28  12.34
 88.00  40.93  -2.52 -18.92 229.61 -21.44   8.20  20.30
 91.00  38.33  14.95 -10.20 194.96   4.76  12.57  13.23
 90.25  38.76  11.64 -12.28  11.88  -0.63  11.96  11.97
 87.00  42.66  -4.39  -8.69   5.34 -13.08   2.15  11.53
 88.25  40.50   3.63  -2.59 -51.69   1.04   3.11   3.24
 93.12  37.48   5.00 -10.37  31.78  -5.37   7.68   8.98
 91.75  37.90  13.56  -8.27 198.57   5.28  10.91  11.83
 86.75  43.09  -3.84  -8.54 -18.31 -12.38   2.35  10.97
 89.50  39.20  -7.71 -34.25  38.42 -41.96  13.27  38.68
 94.57  37.25  -0.74 -13.72  39.08 -14.45   6.49  14.10
 86.23  45.42   0.67  -0.60 174.76   0.07   0.64   0.64
 86.28  44.79  -0.11  -1.35 -36.84  -1.47   0.62   1.42
 88.50  40.06   5.50  -1.05 163.13   4.45   3.27   5.05
 93.70  37.25   2.21 -11.55  32.53  -9.34   6.88  10.62
 86.50  43.53  -2.65  -7.44 -32.23 -10.10   2.39   9.07
 90.50  38.33  13.76 -12.85 196.09   0.91  13.30  13.33
 92.50  37.46   8.18  -8.92  26.58  -0.74   8.55   8.57
 88.75  39.63  -0.23  -5.09  41.68  -5.32   2.43   5.21
 91.25  37.90  14.63 -10.00 197.77   4.63  12.32  12.95
 89.75  38.76  -2.60 -17.38   1.64 -19.99   7.39  18.82
 86.25  43.96  -1.64  -4.92 -42.92  -6.56   1.64   5.91
 95.00  37.00  -0.65 -12.99  41.86 -13.64   6.17  13.32
 86.00  46.00   2.99  -0.41 185.49   2.58   1.70   2.80
 87.25  41.36  -2.38 -16.83  39.20 -19.22   7.23  18.14
 87.00  41.79  -1.73 -19.71  32.96 -21.43   8.99  20.62
 94.13  37.00  -0.44 -11.36  33.37 -11.80   5.46  11.59
 92.00  37.46  11.58  -8.67 202.05   2.91  10.12  10.43
 87.50  40.93  -2.73 -18.57 230.11 -21.31   7.92  20.08
 89.00  39.20  -1.11 -16.37  23.86 -17.48   7.63  16.95
 86.75  42.23  -3.03 -10.79  17.29 -13.82   3.88  12.58
 87.75  40.50  -2.38 -16.38 228.55 -18.75   7.00  17.69
 86.50  42.66  -3.59 -11.51  -2.81 -15.10   3.96  13.66
 93.25  37.03   4.27  -9.97  31.34  -5.70   7.12   8.66
 86.00  44.39  -1.22  -1.92 -47.43  -3.14   0.35   2.74
 90.75  37.90  14.36 -12.25 198.92   2.11  13.30  13.43
 90.00  38.33   9.82 -16.69  18.91  -6.86  13.25  14.53
 88.00  40.06   6.69  -3.13 147.59   3.55   4.91   5.79
 86.25  43.09  -3.28 -10.92 -20.27 -14.20   3.82  12.88
 91.50  37.46  13.37  -9.62 200.53   3.75  11.50  11.94
 89.25  38.76  -6.02 -26.95  28.14 -32.97  10.47  30.41
 92.75  37.03   6.91  -9.54  28.69  -2.62   8.23   8.53
 94.57  36.75  -0.68 -11.60  37.75 -12.27   5.46  11.95
 85.75  45.57   2.87  -0.64 189.52   2.23   1.76   2.61
 88.25  39.63   0.84  -6.48 228.35  -5.64   3.66   6.10
 85.74  44.99   1.16  -0.81 193.61   0.35   0.98   1.03
 86.00  43.53  -2.00  -7.23 -38.48  -9.23   2.61   8.41
 93.70  36.75   2.11  -9.74  32.62  -7.64   5.92   8.88
 92.25  37.03   9.52  -9.01 205.09   0.51   9.27   9.28
 90.25  37.90  12.64 -15.05  22.03  -2.41  13.84  14.00
 88.50  39.20  -0.98 -14.16  25.39 -15.14   6.59  14.67
 91.00  37.46  13.79 -11.26 201.28   2.53  12.52  12.71
 89.50  38.33  -6.99 -22.92  19.82 -29.91   7.97  27.10
 86.75  41.36  -0.86 -15.83  31.04 -16.69   7.48  16.27
 87.00  40.93  -2.48 -16.96 225.24 -19.44   7.24  18.33
 85.75  43.96  -1.45  -2.95 -55.97  -4.40   0.75   3.88
 86.50  41.79  -1.04 -17.16  28.64 -18.20   8.06  17.70
 95.00  36.50  -0.64 -11.38  40.25 -12.02   5.37  11.71
 85.50  46.00   5.56  -0.81 189.21   4.76   3.19   5.21
 87.25  40.50  -2.64 -16.75 230.89 -19.40   7.06  18.22
 86.25  42.23  -1.59 -12.28   3.05 -13.87   5.34  13.15
 91.75  37.03  11.60  -9.27 203.43   2.33  10.44  10.63
 88.75  38.76  -1.32 -17.58  23.03 -18.90   8.13  18.27
 87.50  40.06  17.90  -3.62 -56.36  14.28  10.76  16.39
 94.13  36.46  -0.34  -9.81  33.25 -10.15   4.73   9.98
 86.00  42.66  -2.55 -16.75 -14.75 -19.30   7.10  18.16
 93.00  36.60   4.84  -8.74  30.82  -3.90   6.79   7.59
 85.50  44.39   0.18  -1.70  31.25  -1.52   0.94   1.62
 90.50  37.46  12.99 -13.36  23.76  -0.37  13.18  13.18
 87.75  39.63   7.28  -6.06 151.80   1.22   6.67   6.76
 89.75  37.90   8.97 -17.97  28.08  -9.00  13.47  15.56
 85.75  43.09  -1.91 -11.47 -31.86 -13.38   4.78  12.54
 85.30  45.47   4.36  -1.18 192.59   3.18   2.77   3.91
 91.25  37.03  12.47 -10.25 203.65   2.22  11.36  11.52
 92.50  36.60   7.49  -8.50  27.81  -1.01   7.99   8.04
 89.00  38.33  -6.26 -28.21  28.14 -34.47  10.98  31.81
 94.57  36.25  -0.62  -9.65  36.62 -10.27   4.51   9.97
 88.00  39.20   1.17 -10.17  40.51  -8.99   5.67   9.63
 85.50  43.53  -0.79  -4.51 -58.26  -5.30   1.86   4.95
 92.00  36.60   9.61  -8.67 206.28   0.94   9.14   9.18
 90.00  37.46  10.86 -15.58  28.03  -4.72  13.22  13.84
 88.25  38.76  -1.28 -16.18  23.19 -17.46   7.45  16.86
 86.50  40.93   0.24  -8.03  19.61  -7.79   4.14   7.91
 86.25  41.36  -0.95 -11.27  25.52 -12.23   5.16  11.78
 93.75  36.17   1.62  -8.59  33.45  -6.97   5.10   7.90
 86.75  40.50  -1.38  -5.14 262.37  -6.52   1.88   5.95
 90.75  37.03  12.32 -11.74 205.41   0.58  12.03  12.04
 86.00  41.79  -0.56  -8.30  -1.53  -8.86   3.87   8.60
 89.25  37.90  -1.55 -19.56  38.50 -21.12   9.01  20.38
 85.12  44.89   4.26  -1.61 198.13   2.65   2.94   3.73
 85.25  43.96   1.31  -2.18  41.63  -0.87   1.74   1.90
 87.00  40.06  16.70  -6.02 -63.08  10.68  11.36  14.65
 93.25  36.17   3.94  -8.31  32.94  -4.37   6.13   7.20
 85.75  42.23  -1.15 -18.97 -25.94 -20.13   8.91  19.58
 95.00  36.00  -0.64 -10.32  39.61 -10.96   4.84  10.65
 85.00  46.00   6.56  -1.71 186.46   4.85   4.14   5.89
 91.50  36.60  10.84  -9.20 206.12   1.64  10.02  10.12
 87.25  39.63   8.74  -8.52 -75.30   0.22   8.63   8.63
 88.50  38.33  -1.94 -23.47  18.19 -25.42  10.76  24.50
 85.50  42.66  -0.98 -18.78 -29.68 -19.77   8.90  19.29
 92.75  36.17   5.87  -7.62  30.26  -1.75   6.74   6.91
 85.04  44.42   4.36  -3.50 209.05   0.86   3.93   4.00
 87.50  39.20  12.09 -10.52 167.26   1.57  11.31  11.39
 90.25  37.03  11.10 -13.48  28.54  -2.38  12.29  12.46
 89.50  37.46   7.18 -17.00  33.30  -9.82  12.09  14.78
 85.25  43.09   2.01  -7.50 -58.67  -5.50   4.76   6.73
 94.08  35.85  -0.42  -7.76  34.17  -8.18   3.67   7.98
 92.25  36.17   7.90  -7.67 208.96   0.22   7.79   7.79
 91.00  36.60  11.18 -10.18 207.26   1.00  10.68  10.72
 94.61  35.78  -0.58  -8.18  36.32  -8.77   3.80   8.49
 88.75  37.90   0.84 -22.63 241.38 -21.79  11.74  22.22
 87.75  38.76  12.38 -12.12 168.51   0.26  12.25  12.25
 85.00  43.53   2.47  -2.26 239.16   0.22   2.36   2.37
 84.69  45.39   6.74  -2.00 190.97   4.74   4.37   6.00
 86.00  40.93   8.49  -1.95 151.23   6.54   5.22   7.70
 86.25  40.50  15.75   0.05 -53.47  15.80   7.85  15.78
 85.75  41.36   2.02  -5.52  -4.70  -3.49   3.77   4.83
 91.75  36.17   9.21  -7.97 208.71   1.23   8.59   8.66
 86.50  40.06  18.08  -5.79 -62.82  12.30  11.93  15.99
 93.50  35.73   2.16  -6.74  35.46  -4.58   4.45   5.96
 88.00  38.33  13.28  -9.79 169.92   3.49  11.53  11.92
 85.50  41.79  -0.35 -16.33  -6.34 -16.68   7.99  16.51
 89.75  37.03   8.86 -14.96  32.47  -6.10  11.91  13.03
 90.50  36.60  10.65 -11.48  29.52  -0.83  11.06  11.08
